registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,program name,creation year,registration publish date,registration publish number,actual,publication URL
2019618284,20190627,2019617339,20190620,"Хасанов Марат Салаватович (RU)
Бирюк Алексей Александрович (RU)",2,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет «Московский институт электронной техники» (RU),plo@miee.ru,Программа взаимодействия с радиолокатором ДЗЗ,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618284
2019618285,20190627,2019616951,20190617,"Солодкий Евгений Михайлович (RU)
Казанцев Владимир Петрович (RU)",2,Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский национальный исследовательский политехнический университет» (RU),нет,Управляющая программа контроллера энергоэффективной системы управления штанговыми скважинными насосными установками («Управляющая программа EE-SRP»),2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618285
2019618286,20190627,2019617078,20190618,"Гриняк Виктор Михайлович (RU)
Анисимов Андрей Николаевич (RU)
Мельников Максим Иванович (RU)
Сыпачёв Михаил Николаевич (RU)",4,Федеральное государственное бюджетное образовательное учреждение высшего образования «Владивостокский государственный университет экономики и сервиса» (ВГУЭС) (RU),viktor.grinyak@vvsu.ru,Система позиционирования внутри помещений по данным Bluetooth маяков,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618286
2019618287,20190627,2019617048,20190618,Базаров Артем Дамбиевич (RU),1,Федеральное государственное бюджетное учреждение науки Геологический институт Сибирского отделения Российской академии наук (RU),bazarov@ginst.ru,«Geoseism - программа обработки сейсмических данных»,2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618287
2019618288,20190627,2019617052,20190618,Баянов Сергей Александрович (RU),1,Баянов Сергей Александрович (RU),"195009, Санкт-Петербург, ул. Комсомола, 22, Михайловская военная артиллерийская академия, 8 (981) 845-64-92, bayanov.sergey80@mail.ru","Методика формирования структуры и содержания модульной боевой подготовки артиллерийских соединений, укомплектованных военнослужащими, проходящими военную службу по контракту",2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618288
2019618289,20190627,2019617123,20190617,"Родионов Артём Сергеевич (RU)
Фархутдинов Рамиль Ильдарович (RU)
Филиппов Александр Иванович (RU)
Хусаинов Ильнар Рамилевич (RU)",4,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный нефтяной технический университет» (RU),нет,СИСТЕМА МОДЕЛИРОВАНИЯ ТЕМПЕРАТУРНЫХ ПОЛЕЙ С УЧЕТОМ ТУРБУЛЕНТНОГО РЕЖИМА ТЕЧЕНИЯ,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618289
2019618290,20190627,2019617124,20190618,"Васильев Денис Юрьевич (RU)
Водопьянов Владимир Васильевич (RU)
Закирзянов Шамиль Ильнарович (RU)",3,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный авиационный технический университет» (RU),нет,РЕАЛИЗАЦИЯ МЕТОДА ПРОСТРАНСТВЕННОЙ ИНТЕРПОЛЯЦИИ ГИДРОМЕТЕОРОЛОГИЧЕСКИХ ВЕЛИЧИН,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618290
2019618291,20190627,2019617373,20190617,Новокщенов Сергей Геннадьевич (RU),1,Новокщенов Сергей Геннадьевич (RU),,Программный комплекс «Универсальная внутривузовская электронно-библиотечная система»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618291
2019618292,20190627,2019617133,20190618,"Садыкова Елена Владимировна (RU)
Самоквитов Дмитрий Алексеевич (RU)",2,Федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)» (СПбГЭТУ «ЛЭТИ») (RU),ETUPLO@yandex.ru,Программа для управления устройством стимуляции вагусного нерва,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618292
2019618293,20190627,2019617137,20190618,"Аронсон Константин Эрленович (RU)
Брезгин Виталий Иванович (RU)
Брезгин Дмитрий Витальевич (RU)
Панова Татьяна Владимировна (RU)",4,Федеральное государственное автономное образовательное учреждение высшего образования «Уральский федеральный университет имени первого Президента России Б.Н.Ельцина» (RU),9022604519@mail.ru,Программный комплекс «Контроль состояния оборудования электростанции — 4.0» (ПК «КСО-4.0»),2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618293
2019618294,20190627,2019617141,20190617,Василевский Михаил Михайлович (RU),1,"Общество с ограниченной ответственностью ""КОНСТРУКТОРСКОЕ БЮРО РЕСТАРТ"" (RU)",xdest@mail.ru,"Программа 115RU300 для записи, печати, хранения, передачи фискальных данных и обработки двумерных матричных штрих-кодов",2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618294
2019618295,20190627,2019617146,20190617,Василевский Михаил Михайлович (RU),1,"Общество с ограниченной ответственностью ""КОНСТРУКТОРСКОЕ БЮРО РЕСТАРТ"" (RU)",xdest@mail.ru,"Программа 185RU300 для записи, печати, хранения, передачи фискальных данных и работы в ЕГАИС",2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618295
2019618296,20190627,2019617276,20190618,"Ракимжанов Нуржан Есмагулович (RU)
Ивахненко Тарас Алексеевич (RU)
Балакин Павел Дмитриевич (RU)
Чубарев Юрий Владимирович (RU)
Манзин Максим Юрьевич (RU)
Зиновьев Сергей Сергеевич (RU)
Подтихов Денис Сергеевич (RU)
Усиков Виталий Юрьевич (RU)
Хохлов Дмитрий Сергеевич (RU)
Зверев Егор Владимирович (RU)
Гасан Александр Валерьевич (RU)
Захаров Виктор Викторович (RU)
Смагулов Ералы Балтажанович (RU)",13,Ракимжанов Нуржан Есмагулович (RU),,Методика безразборной диагностики состояния гидравлических амортизаторов быстроходных гусеничных машин,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618296
2019618297,20190627,2019616740,20190614,,1,"Акционерное общество ""Диполь Технологии"" (RU)","8129717105, info@fedotov-ip.ru","""К.У.П.О.Л."" - Комплекс Управления Производством и Организация Логистики. Клиентская часть",2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618297
2019618298,20190627,2019617013,20190614,Ермолаев Евгений Сергеевич (RU),1,Ермолаев Евгений Сергеевич (RU),"+7 (985) 1861894, razzz87@mail.ru",Программно-моделирующий комплекс для расчета физиологических параметров сердечно-сосудистой и дыхательной систем человека в покое и при нагрузке,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618298
2019618299,20190627,2019616963,20190614,"Данилова Евгения Николаевна (RU)
Долгов Юрий Алексеевич (RU)
Муратов Андрей Григорьевич (RU)
Стремин Андрей Владимирович (RU)
Тюков Василий Васильевич (RU)
Юрин Евгений Игоревич (RU)",6,Акционерное общество «Ордена Ленина Научно-исследовательский и конструкторский институт энерготехники имени Н.А.Доллежаля» (АО «НИКИЭТ») (RU),нет,DINAR,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618299
2019618300,20190627,2019617371,20190614,Крылов Артём Александрович (RU),1,Крылов Артём Александрович (RU),,LocalSeisRecogn,2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618300
2019618301,20190627,2019617031,20190614,"Лубенцова Елена Валерьевна (RU)
Лубенцов Валерий Федорович (RU)
Димов Дмитрий Евгеньевич (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный технологический университет» (ФГБОУ ВО «КубГТУ») (RU),"350072, г. Краснодар, ул. Московская, 2, ФГБОУ ВО «КубГТУ», ОИС, Начальнику ОИС Н.А.Тихомировой; (861)275-89-88; patent@kubstu.ru",«РАСЧЕТ ПАРАМЕТРОВ НАСТРОЙКИ ЦИФРОВЫХ РЕГУЛЯТОРОВ МАКСИМАЛЬНОЙ СТЕПЕНИ УСТОЙЧИВОСТИ»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618301
2019618302,20190627,2019617037,20190614,"Трухан Дмитрий Александрович (RU)
Дышкант Евгений Евгеньевич (RU)
Иноземцев Савелий Алексеевич (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный технологический университет» (ФГБОУ ВО «КубГТУ») (RU),"350072, г. Краснодар, ул. Московская, 2, ФГБОУ ВО «КубГТУ», ОИС, Начальнику ОИС Н.А.Тихомировой; (861)275-89-88; patent@kubstu.ru",Программа для составления расписания,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618302
2019618303,20190627,2019617081,20190614,,2,Общество с ограниченной ответственностью «Вкусные решения» (RU),нет,OBEDIS управление доставкой блюд из сети ресторанов,2017,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618303
2019618304,20190627,2019617041,20190614,"Трухан Дмитрий Александрович (RU)
Дышкант Евгений Евгеньевич (RU)
Иноземцев Савелий Алексеевич (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный технологический университет» (ФГБОУ ВО «КубГТУ») (RU),"350072, г. Краснодар, ул. Московская, 2, ФГБОУ ВО «КубГТУ», ОИС, Начальнику ОИС Н.А.Тихомировой; (861)275-89-88; patent@kubstu.ru",«Графический редактор с функцией распознавания графических образов»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618304
2019618305,20190627,2019617075,20190614,Ахметшин Марсель Ринатович (RU),1,Ахметшин Марсель Ринатович (RU),7more@bk.ru,Система для алгоритмической торговли «WallStreetBot»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618305
2019618306,20190627,2019617039,20190614,"Краснянский Михаил Николаевич (RU)
Обухов Артём Дмитриевич (RU)
Коробова Ирина Львовна (RU)
Николюкин Максим Сергеевич (RU)
Соломатина Екатерина Михайловна (RU)",5,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный технический университет» (RU),нет,Модуль выбора параметров интерфейса системы электронного документооборота на основе нейронных сетей,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618306
2019618307,20190627,2019617036,20190614,"Краснянский Михаил Николаевич (RU)
Обухов Артём Дмитриевич (RU)
Коробова Ирина Львовна (RU)
Николюкин Максим Сергеевич (RU)
Соломатина Екатерина Михайловна (RU)",5,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный технический университет» (RU),нет,Модуль адаптации интерфейса для систем электронного документооборота,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618307
2019618308,20190627,2019617030,20190614,"Переволоцкий Александр Николаевич (BY)
Переволоцкая Татьяна Витальевна (BY)",2,"Федеральное государственное бюджетное научное учреждение ""Всероссийский научно-исследовательский институт радиологии и агроэкологии"" (RU)","(484)396-48-02, rirae70@gmail.com","Программа для ЭВМ ""Динамика мощности поглощенной дозы сельскохозяйственных растений при фоновом содержании радионуклидов в окружающей среде "" дозиметрической модели облучения сельскохозяйственных растений при хронических радиоактивных выпадениях""",2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618308
2019618309,20190627,2019616968,20190613,Левицкий Игорь Анисимович (RU),1,федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский технологический университет «МИСиС» (RU),"+7 (495) 955-00-39, raikowa@misis.ru, ОИС",Моделирование нагрева сляба по радиационно-конвективному режиму,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618309
2019618310,20190627,2019616964,20190613,"Горбунов Владимир Михайлович (RU)
Смирнова Марина Игоревна (RU)
Деев Александр Дмитриевич (RU)
Кошеляевская Яна Николаевна (RU)
Белова Екатерина Николаевна (RU)",5,Федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр профилактической медицины» Министерства здравоохранения Российской Федерации (ФГБУ «НМИЦ ПМ» Минздрава России) (RU),нет,«Оценка показаний к СМАД для диагностики скрытой артериальной гипертонии»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618310
2019618311,20190627,2019616758,20190613,Кипкеев Таулан Казимович (RU),5,"Общество с ограниченной ответственностью «ОКУЛУС МУНДО"" (RU)",inceyemobile@gmail.com,Программный комплекс «EYE» для организации потокового видео с IP камер и камер мобильных устройств и коммуникации пользователей на платформах iOS и Android,2016,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618311
2019618312,20190627,2019616753,20190613,,4,Акционерное общество «Нефтеавтоматика» (RU),,Программное обеспечение распределенной системы управления <I><B>«NaftaProcess<SUP>®</SUP>»</B></I>,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618312
2019618313,20190627,2019616749,20190613,Гузуева Элина Руслановна (RU),1,Федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный университет» (ФГБОУ ВО «Чеченский государственный университет») (RU),,«Электронная библиотека ЧГУ»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618313
2019618314,20190627,2019617365,20190613,Дворкин Игорь Алексеевич (RU),1,Дворкин Игорь Алексеевич (RU),igor@dvorkin.ru,Программа для автоматического распространения цвета между кадрами видео,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618314
2019618315,20190627,2019616707,20190611,"Аксенов Анатолий Аркадьевич (RU)
Байдалин Александр Юрьевич (RU)
Зотеев Олег Вадимович (RU)",3,"Акционерная компания «АЛРОСА» (публичное акционерное общество) (RU)
Общество с ограниченной ответственностью фирма «ГЕО СЕРВИС» (RU)",SafyannikovaTB@alrosa.ru,«Mesher»,2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618315
2019618316,20190627,2019616576,20190611,Чигодаев Сергей Владимирович (RU),1,Акционерная компания «АЛРОСА» (публичное акционерное общество) (RU),SafyannikovaTB@alrosa.ru,«Web навигатор для локальных и распределенных АСУТП»,2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618316
2019618317,20190627,2019616691,20190611,"Гадзаов Алексей Федорович (RU)
Кузьмин Виктор Иванович (RU)
Тытик Дмитрий Леонидович (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «МИРЭА - Российский технологический университет» (RU),"119454, Москва, пр-кт Вернадского, 78, РТУ МИРЭА, отдел защиты интеллектуальной
собственности. Тел. +7 (499) 215-65-65 (доб. 5219); e-mail: ozis@mirea.ru",«Программный комплекс для анализа результатов измерений нелинейных колебаний с трендом»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618317
2019618318,20190627,2019616637,20190610,"Овсянников Ярослав Владимирович (RU)
Филиппов Вадим Львович (RU)
Вендеревская Ирина Геннадьевна (RU)",3,Акционерное общество «Научно-производственное объединение «Государственный институт прикладной оптики» (АО «НПО ГИПО») (RU),нет,«Модель и программа расчета спектральной прозрачности и яркости атмосферных трасс различной протяженности на высотах 0-100 км»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618318
2019618319,20190627,2019616699,20190610,"Белоцерковский Петр Петрович (RU)
Малиновский Владимир Степанович (RU)
Калинин Валерий Юрьевич (RU)
Жаркова Татьяна Викторовна (RU)
Стрюков Евгений Иванович (RU)",5,федеральное государственное казенное военное образовательное учреждение высшего образования «Михайловская военная артиллерийская академия» Министерства обороны Российской Федерации (RU),"195009, Санкт-Петербург, ул. Комсомола, 22, Михайловская военная артиллерийская академия, 8(812) 542-15-71, почты patri08@mail.ru",«Модель получения апостериорной байесовской оценки вероятности безотказной работы механических частей конструкций технических систем»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618319
2019618320,20190627,2019617006,20190611,"Бериханова Румиса Рамзановна (RU)
Миненко Инесса Анатольевна (RU)",2,Бериханова Румиса Рамзановна (RU),"+7(915)0120906, rumiska07@mail.ru",Программа для подбора комплексной коррекции коморбидной патологии у пациенток в перименопаузе,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618320
2019618321,20190627,2019616892,20190610,"Шугуров Дмитрий Евгеньевич (RU)
Горбачев Павел Николаевич (RU)
Добрышин Михаил Михайлович (RU)
Курилова Анастасия Викторовна (RU)",4,"Федеральное государственное казенное военное образовательное учреждение высшего образования ""Академия Федеральной службы охраны Российской Федерации"" (RU)",нет,Программа для автоматизированной идентификации личности на основе анализа графического контента получаемого из сети Интернет,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618321
2019618322,20190627,2019617024,20190610,"Намыкин Антон Александрович (RU)
Семячкина-Глушковская Оксана Валерьевна (RU)",2,Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский национальный исследовательский государственный университет имени  Н.Г. Чернышевского» (RU),нет,Программа для оценки профиля скорости кровотока и лимфотока в сосудах,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618322
2019618323,20190627,2019616822,20190611,"Антипанов Илья Дмитриевич (RU)
Ошурков Вячеслав Александрович (RU)
Логунова Оксана Сергеевна (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова» (RU),нет,Модуль интеллектуальной поддержки определения насыпной плотности шихтовых материалов: альтернативные материалы,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618323
2019618324,20190627,2019616986,20190611,Малышева Ирина Николаевна (RU),1,"Акционерное общество ""Концерн ""Созвездие"" (RU)",нет,Модуль интерфейса пакетной обработки команд управления,2017,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618324
2019618325,20190627,2019617091,20190611,Подопригора Владимир Борисович (RU),1,Открытое акционерное общество «НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ КОСМИЧЕСКОГО ПРИБОРОСТРОЕНИЯ «КВАНТ» (RU),"344090, г. Ростов-на-Дону, ул. Мильчакова, 7, +7 (863) 222 5555, space@nppkpkvant.ru",Система учета энергоресурсов «Квант-Энерго» - бот для Интернет-мессенджера ВКонтакте,2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618325
2019618326,20190627,2019617090,20190611,,1,Открытое акционерное общество «НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ КОСМИЧЕСКОГО ПРИБОРОСТРОЕНИЯ «КВАНТ» (RU),"344090, г. Ростов-на-Дону, ул. Мильчакова, 7, +7 (863) 222 5555, space@nppkpkvant.ru",Система учета энергоресурсов «Квант-Энерго» - шлюз приема телеметрии CDrive,2014,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618326
2019618327,20190627,2019616983,20190611,Толпыгин Сергей Сергеевич (RU),1,"федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"" (ФГАОУ ВО ""СПбПУ"") (RU)","88125526122, tisc@spbstu.ru","Программа для просмотра, автоматизации процесса конвертирования (загрузки на сервер конвертирования, получения информации о загруженном видео) видео контента (видеолекций) для порталов дистанционного обучения",2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618327
2019618328,20190627,2019617219,20190611,"Успенский Михаил Борисович (RU)
Гущин Михаил Иванович (RU)",2,федеральное государственное автономное образовательное учреждение высшего образования “Санкт-Петербургский политехнический университет Петра Великого” (ФГАОУ ВО “СПбПУ”) (RU),"88125526122, tisc@spbstu.ru",Программа для диагностирования системы хранения данных,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618328
2019618329,20190627,2019617227,20190611,"Симоненко Иван Владимирович (RU)
Елисеев Евгений Алексеевич (RU)
Энс Максим Александрович (RU)",3,федеральное государственное автономное образовательное учреждение высшего образования “Санкт-Петербургский политехнический университет Петра Великого” (ФГАОУ ВО “СПбПУ”) (RU),"88125526122, tisc@spbstu.ru","Программа для изучения и контроля знаний языка сигналов-жестов, применяемых для управления подразделением специального назначения",2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618329
2019618330,20190627,2019616937,20190606,"Алиханов Анатолий Алиевич (RU)
Апеков Аслан Мартинович (RU)",2,"Алиханов Анатолий Алиевич (RU)
Апеков Аслан Мартинович (RU)",нет,Программа для реализации алгоритма реконструкции двумерного томографического изображения для ограниченного угла облучения,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618330
2019618331,20190627,2019616520,20190604,"Никулин Никита Павлович (RU)
Давыдов Сергей Александрович (RU)
Виноградов Максим Константинович (RU)
Дакеров Артем Сержанович (RU)
Иванов Станислав Валерьевич (RU)
Тедеев Константин Андреевич (RU)",6,"Иванов Станислав Валерьевич (RU)
Никулин Никита Павлович (RU)
Давыдов Сергей Александрович (RU)
Виноградов Максим Константинович (RU)
Дакеров Артем Сержанович (RU)
Тедеев Константин Андреевич (RU)","8-900-292-79-21, Nikculin@mail.ru",Программа для генерации двоичных псевдослучайных последовательностей и получения статистических данных,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618331
2019618332,20190627,2019617278,20190603,"Городничев Михаил Геннадьевич (RU)
Липатова Анастасия Дмитриевна (RU)
Доткулова Анастасия Сергеевна (RU)
Мосева Марина Сергеевна (RU)
Константинов Никита Эдуардович (RU)",5,Ордена Трудового Красного Знамени федеральное государственное бюджетное образовательное учреждение высшего образования «Московский технический университет связи и информатики» (МТУСИ) (RU),oiris.patent@gmail.com,"Программа, реализующая протокол безопасной передачи данных в беспроводных сенсорных сетях - Neurochain",2018,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618332
2019618333,20190627,2019617279,20190603,"Чепчуров Михаил Сергеевич (RU)
Дудукало Денис Васильевич (RU)",2,федеральное государственное бюджетное образовательное учреждение высшего образования «Белгородский государственный технологический университет им. В.Г. Шухова» (RU),denis.dudukalo@yandex.ru,«Программа для моделирования получения сложнопрофильных изделий со сложным профилем поперечного сечения токарной обработки»,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618333
2019618334,20190627,2019616764,20190605,"Кибиткин Владимир Васильевич (RU)
Солодушкин Андрей Иванович (RU)
Плешанов Василий Сергеевич (RU)",3,Федеральное государственное бюджетное учреждение науки Институт физики прочности и материаловедения Сибирского отделения Российской академии наук (ИФПМ СО РАН) (RU),,Программа расчета средней длины вектора поля смещений с учетом постоянной составляющей,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618334
2019618335,20190627,2019616780,20190605,,6,Закрытое акционерное общество «Топ Системы» (RU),,T-FLEX CAD версия 17 – система параметрического трёхмерного моделирования,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618335
2019618336,20190627,2019615213,20190508,"Кучинский Владимир Николаевич (RU)
Богданов Денис Юрьевич (BY)
Цисевич Сергей Викторович (BY)
Кильян Игорь Аксентьевич (RU)",4,Кучинский Владимир Николаевич (RU),"+7 (911) 088 50 54, l-u-d-a@tut.by",Программа обоснования рациональных решений по материальному снабжению войск (сил) при ведении ими боевых действий (операций) в условиях дефицита ресурсов,2019,20190627,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618336
2019618337,20190628,2019617216,20190611,Малышева Ирина Николаевна (RU),1,"Акционерное общество ""Концерн ""Созвездие"" (RU)",нет,Модуль функционального тестирования устройства передачи данных,2016,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618337
2019618338,20190628,2019616981,20190613,"Антипанов Илья Дмитриевич (RU)
Ошурков Вячеслав Александрович (RU)
Логунова Оксана Сергеевна (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова» (RU),нет,Модуль интеллектуальной поддержки определения насыпной плотности шихтовых материалов: металлический лом,2019,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618338
2019618339,20190628,2019617510,20190610,"Петрова Ирина Юрьевна (RU)
Жолдангарова Гульнар Игибаевна (KZ)
Шикульская Ольга Михайловна (RU)",3,Государственное автономное образовательное учреждение Астраханской области высшего образования «Астраханский государственный архитектурно-строительный университет» (RU),buildinst@mail.ru,Информационная система анализа и прогнозирования финансовой устойчивости предприятия,2019,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618339
2019618340,20190628,2019617523,20190610,"Шевченко Олег Юрьевич (RU)
Меркулов Алексей Станиславович (RU)",2,"Шевченко Олег Юрьевич (RU)
Меркулов Алексей Станиславович (RU)","Шишинова Евгения Владимировна, 8-916-342-14-46, eshishinova@gmail.com",Творители,2018,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618340
2019618341,20190628,2019616888,20190607,Жданов Александр Эдуардович (RU),1,"Акционерное общество ""Концерн ""Созвездие"" (RU)",,Программный модуль формирования блоков наращиваемой избыточности помехоустойчивого кодирования,2018,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618341
2019618342,20190628,2019616873,20190607,"Малышева Ирина Николаевна (RU)
Плахотнюк Юрий Алексеевич (RU)",2,"Акционерное общество ""Концерн ""Созвездие"" (RU)",,Программа интерфейса управления измерительным комплексом на основе сценариев,2018,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618342
2019618343,20190628,2019616870,20190607,Малышева Ирина Николаевна (RU),1,"Акционерное общество ""Концерн ""Созвездие"" (RU)",,Модуль конфигурации программного обеспечения технологической системы,2017,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618343
2019618344,20190628,2019616899,20190610,"Закалкин Павел Владимирович (RU)
Кирьянов Александр Владимирович (RU)
Приходько Алексей Васильевич (RU)
Манзюк Виктор Валентинович (RU)",4,"Федеральное государственное казенное военное образовательное учреждение высшего образования ""Академия Федеральной службы охраны Российской Федерации"" (RU)",,Программа маскирования передаваемой информации,2019,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618344
2019618345,20190628,2019616881,20190607,"Малафеев Алексей Вячеславович (RU)
Варганова Александра Владимировна (RU)",2,Федеральное государственное бюджетное образовательное учреждение высшего образования «Магнитогорский государственный технический университет им. Г.И. Носова» (RU),,КАТРАН-OptHeatPower,2019,20190628,7,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2019618345
